"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-dispositif-medical","fr-dispositif-medical","","","",0,*,"","","","null {[]} {[]}
","FR-Dispositif-medical","L'entrée Dispositif Médical est une entrée de type ""supply"" qui permet de fournir les information sur un dispositif médical.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-dispositif-medical.supply","fr-dispositif-medical.supply","","","",0,*,"","","","string {[]} {[]}
","Entrée Dispositif médical","Entrée Dispositif médical","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-dispositif-medical.supply",0,*,"",""
"fr-dispositif-medical.id","fr-dispositif-medical.id","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de la fourniture du DM
                             Sous la forme UID (UUID ou OID).Cet identifiant correspond à l'identifiant de la fourn...","Identifiant de la fourniture du DM
                             Sous la forme UID (UUID ou OID).Cet identifiant correspond à l'identifiant de la fourn...","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.id",1,*,"",""
"fr-dispositif-medical.text","fr-dispositif-medical.text","","","",0,1,"","","","string {[]} {[]}
","Description narrative","Description narrative","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.text",0,1,"",""
"fr-dispositif-medical.reference","fr-dispositif-medical.reference","","","",0,1,"","","","string {[]} {[]}
","Référence de la description narrative de la section","Référence de la description narrative de la section","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.reference",0,1,"",""
"fr-dispositif-medical.statusCode","fr-dispositif-medical.statusCode","","","",0,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-dispositif-medical.statusCode",0,1,"",""
"fr-dispositif-medical.effectiveTime","fr-dispositif-medical.effectiveTime","","","",1,1,"","","","Period {[]} {[]}
","Date d'utilisation ou de présence chez le patient
                            
                             Si la date n'est pas connue, utiliser la v...","Date d'utilisation ou de présence chez le patient
                            
                             Si la date n'est pas connue, utiliser la v...","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.effectiveTime",1,1,"",""
"fr-dispositif-medical.low","fr-dispositif-medical.low","","","",1,1,"","","","dateTime {[]} {[]}
","Date de début","Date de début","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.low",1,1,"",""
"fr-dispositif-medical.high","fr-dispositif-medical.high","","","",0,1,"","","","dateTime {[]} {[]}
","Date de fin","Date de fin","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.high",0,1,"",""
"fr-dispositif-medical.repeatNumber","fr-dispositif-medical.repeatNumber","","","",0,1,"","","","string {[]} {[]}
","Nombre de renouvellement(s) possible(s)","Nombre de renouvellement(s) possible(s)","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.repeatNumber",0,1,"",""
"fr-dispositif-medical.quantity","fr-dispositif-medical.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantité","Quantité","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.quantity",0,1,"",""
"fr-dispositif-medical.expectedUseTime","fr-dispositif-medical.expectedUseTime","","","",0,1,"","","","Period {[]} {[]}
","Durée d'utilisation
                        
                        Si la date n’est pas connue, utiliser la valeur nullFla-vor=""UNK""","Durée d'utilisation
                        
                        Si la date n’est pas connue, utiliser la valeur nullFla-vor=""UNK""","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.expectedUseTime",0,1,"",""
"fr-dispositif-medical.performer","fr-dispositif-medical.performer","","","",0,*,"","","","string {[]} {[]}
","Dispensateur","Dispensateur","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.performer",0,*,"",""
"fr-dispositif-medical.time","fr-dispositif-medical.time","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.time",1,1,"",""
"fr-dispositif-medical.participant","fr-dispositif-medical.participant","","","",1,*,"","","","string {[]} {[]}
","Dispositif médical","Dispositif médical","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.participant",1,*,"",""
"fr-dispositif-medical.participantRole","fr-dispositif-medical.participantRole","","","",1,1,"","","","string {[]} {[]}
","Identifiant unique du DM (UDI)
                                 
                                Cet élément est facultatif, car les identifiants de p...","Identifiant unique du DM (UDI)
                                 
                                Cet élément est facultatif, car les identifiants de p...","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.participantRole",1,1,"",""
"fr-dispositif-medical.playingDevice","fr-dispositif-medical.playingDevice","","","",1,1,"","","","string {[]} {[]}
","Type de DM","Type de DM","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.playingDevice",1,1,"",""
"fr-dispositif-medical.code","fr-dispositif-medical.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_AbsentOrUnknownDevices_CISIS","OIDs: 1.2.250.1.213.2.68, 1.2.250.1.213.1.1.5.663","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.code",1,1,"",""
"fr-dispositif-medical.translation","fr-dispositif-medical.translation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Autre code du dispositif médical : tout autre code disponible, par exemple :
                                            
                            ...","OIDs: 2.250.1.213.2.65","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.translation",0,*,"",""
"fr-dispositif-medical.entryRelationship","fr-dispositif-medical.entryRelationship","","","",0,1,"","","","string {[]} {[]}
","Entrée En rapport avec une Affection Longue Durée (ALD)","Entrée En rapport avec une Affection Longue Durée (ALD)","","","","","","","","","",,,,,"",,,,"fr-dispositif-medical.entryRelationship",0,1,"",""
