"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-echantillon-contenant","fr-echantillon-contenant","","","",0,*,"","","","null {[]} {[]}
","FR-Echantillon-contenant","IHE-APSR - Specimen Container in Specimen Procedure Step                                                               Cette entrée est utilisable dans l’entrée FR-Prelevement-APSR et permet de décrire un contenant d’échantillon.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-echantillon-contenant.supply","fr-echantillon-contenant.supply","","","",0,*,"","","","string {[]} {[]}
","Entrée Contenant de l'échantillon","Entrée Contenant de l'échantillon","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-echantillon-contenant.supply",0,*,"",""
"fr-echantillon-contenant.id","fr-echantillon-contenant.id","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant du contenant
                        
                        Sous la forme UID (UUID ou OID)  Si l’identifiant n’est pas connu, utiliser ...","Identifiant du contenant
                        
                        Sous la forme UID (UUID ou OID)  Si l’identifiant n’est pas connu, utiliser ...","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.id",0,*,"",""
"fr-echantillon-contenant.code","fr-echantillon-contenant.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.code",0,1,"",""
"fr-echantillon-contenant.text","fr-echantillon-contenant.text","","","",0,1,"","","","string {[]} {[]}
","Description narrative du contenant","Description narrative du contenant","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.text",0,1,"",""
"fr-echantillon-contenant.statusCode","fr-echantillon-contenant.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-echantillon-contenant.statusCode",1,1,"",""
"fr-echantillon-contenant.effectiveTime","fr-echantillon-contenant.effectiveTime","","","",0,1,"","","","string {[]} {[]}
","Date de l'entrée","Date de l'entrée","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.effectiveTime",0,1,"",""
"fr-echantillon-contenant.quantity","fr-echantillon-contenant.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantité","Quantité","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.quantity",0,1,"",""
"fr-echantillon-contenant.expectedUseTime","fr-echantillon-contenant.expectedUseTime","","","",0,1,"","","","Period {[]} {[]}
","Date d’utilisation prévue","Date d’utilisation prévue","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.expectedUseTime",0,1,"",""
"fr-echantillon-contenant.manufacturedProduct","fr-echantillon-contenant.manufacturedProduct","","","",0,1,"","","","string {[]} {[]}
","Identifiant du produit","Identifiant du produit","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.manufacturedProduct",0,1,"",""
"fr-echantillon-contenant.manufacturedMaterial","fr-echantillon-contenant.manufacturedMaterial","","","",1,1,"","","","string {[]} {[]}
","Description du produit","Description du produit","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.manufacturedMaterial",1,1,"",""
"fr-echantillon-contenant.name","fr-echantillon-contenant.name","","","",0,1,"","","","string {[]} {[]}
","Nom du produit","Nom du produit","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.name",0,1,"",""
"fr-echantillon-contenant.lotNumberText","fr-echantillon-contenant.lotNumberText","","","",0,1,"","","","string {[]} {[]}
","Numéro de lot","Numéro de lot","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.lotNumberText",0,1,"",""
"fr-echantillon-contenant.manufacturerOrganization","fr-echantillon-contenant.manufacturerOrganization","","","",0,1,"","","","string {[]} {[]}
","Fabricant du produit","Fabricant du produit","","","","","","","","","",,,,,"",,,,"fr-echantillon-contenant.manufacturerOrganization",0,1,"",""
