"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-prelevement-apsr","fr-prelevement-apsr","","","",0,*,"","","","null {[]} {[]}
","FR-Prelevement-APSR","IHE-APSR - Specimen Procedure Step                       Cette entrée regroupe toutes les informations relatives à un prélèvement : source, méthode et résultat (échantillons prélevés, contenants).                       Elle n'est utilisable que dans une section FR-Prelevements (Procedure steps - 1.3...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-prelevement-apsr.procedure","fr-prelevement-apsr.procedure","","","",0,*,"","","","string {[]} {[]}
","Entrée Prélèvement APSR","Entrée Prélèvement APSR","","","","","","","","","",,"example","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0488-cisis|20251028115835","",,,,"fr-prelevement-apsr.procedure",0,*,"",""
"fr-prelevement-apsr.id","fr-prelevement-apsr.id","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant du prélèvement","Identifiant du prélèvement","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.id",0,*,"",""
"fr-prelevement-apsr.code","fr-prelevement-apsr.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code du prélèvement","Code du prélèvement","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.code",0,1,"",""
"fr-prelevement-apsr.qualifier","fr-prelevement-apsr.qualifier","","","",0,*,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.qualifier",0,*,"",""
"fr-prelevement-apsr.name","fr-prelevement-apsr.name","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.name",1,1,"",""
"fr-prelevement-apsr.value","fr-prelevement-apsr.value","","","",1,1,"","","","CodeableConcept {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.value",1,1,"",""
"fr-prelevement-apsr.text","fr-prelevement-apsr.text","","","",0,1,"","","","string {[]} {[]}
","Description narrative","Description narrative","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.text",0,1,"",""
"fr-prelevement-apsr.statusCode","fr-prelevement-apsr.statusCode","","","",0,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-prelevement-apsr.statusCode",0,1,"",""
"fr-prelevement-apsr.effectiveTime","fr-prelevement-apsr.effectiveTime","","","",0,1,"","","","Period {[]} {[]}
","Date du prélèvement","Date du prélèvement","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.effectiveTime",0,1,"",""
"fr-prelevement-apsr.approachSiteCode","fr-prelevement-apsr.approachSiteCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: SNOMED CT","OIDs: 2.16.840.1.113883.6.96","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.approachSiteCode",0,1,"",""
"fr-prelevement-apsr.targetSiteCode","fr-prelevement-apsr.targetSiteCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: SNOMED CT","OIDs: 2.16.840.1.113883.6.96","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-modificateur-topographique-cisis|20251028115832","",,,,"fr-prelevement-apsr.targetSiteCode",0,1,"",""
"fr-prelevement-apsr.originalText","fr-prelevement-apsr.originalText","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.originalText",0,1,"",""
"fr-prelevement-apsr.reference","fr-prelevement-apsr.reference","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.reference",1,1,"",""
"fr-prelevement-apsr.methodCode","fr-prelevement-apsr.methodCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Terminologies: jdv-hl7-v2-0488-cisis","OIDs: 2.16.840.1.113883.21.328","","","","","","","","","",,"preferred","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0488-cisis|20251028115835","",,,,"fr-prelevement-apsr.methodCode",0,*,"",""
"fr-prelevement-apsr.entryRelationship","fr-prelevement-apsr.entryRelationship","","","",0,*,"","","","string {[]} {[]}
","Contenant","Contenant","","","","","","","","","",,,,,"",,,,"fr-prelevement-apsr.entryRelationship",0,*,"",""
