"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-antecedents-familiaux","fr-antecedents-familiaux.participantRole","fr-antecedents-familiaux.participantRole","","","",1,1,"","","","string {[]} {[]}
","Lien avec l'autre sujet","Lien avec l'autre sujet","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-PersonalRelationshipRoleType-cisis|20251028115832","",,,,"fr-antecedents-familiaux.participantRole",1,1,"",""
"fr-antecedents-familiaux","fr-antecedents-familiaux.code","fr-antecedents-familiaux.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Lien avec l'autre sujet","Lien avec l'autre sujet","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-PersonalRelationshipRoleType-cisis|20251028115832","",,,,"fr-antecedents-familiaux.code",1,1,"",""
"fr-antecedents-familiaux","fr-antecedents-familiaux.playingEntity","fr-antecedents-familiaux.playingEntity","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-antecedents-familiaux.playingEntity",1,1,"",""
"fr-antecedents-familiaux","fr-antecedents-familiaux.component","fr-antecedents-familiaux.component","","","",1,*,"","","","string {[]} {[]}
","Antécédent familial observé","Antécédent familial observé","","","","","","","","","",,,,,"",,,,"fr-antecedents-familiaux.component",1,*,"",""
"fr-author-apsr","fr-author-apsr","fr-author-apsr","","","",0,*,"","","","null {[]} {[]}
","FR-author-APSR","Participation d'un auteur au document 'author', élément répétable, représente la participation d'un auteur à l'élaboration d'un document ainsi que l'entreprise de santé impliquée.                  Les auteurs d'un document peuvent être :                                                               ...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-author-apsr","fr-author-apsr.author","fr-author-apsr.author","","","",0,1,"","","","string {[]} {[]}
","Terminologies: cip","Participation d'un auteur au document","","","","","","","","","",,"required","","https://mos.esante.gouv.fr/NOS/JDV_J01-XdsAuthorSpecialty-CISIS/FHIR/JDV-J01-XdsAuthorSpecialty-CISIS|20250721120000","",,,,"fr-author-apsr.author",0,1,"",""
"fr-author-apsr","fr-author-apsr.functionCode","fr-author-apsr.functionCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_J47_FunctionCode_CISIS","OIDs: 1.2.250.1.213.1.1.5.124","","","","","","","","","",,"required","","https://mos.esante.gouv.fr/NOS/JDV_J47-FunctionCode-CISIS/FHIR/JDV-J47-FunctionCode-CISIS|20250523120000","",,,,"fr-author-apsr.functionCode",0,1,"",""
"fr-author-apsr","fr-author-apsr.originalText","fr-author-apsr.originalText","","","",0,1,"","","","string {[]} {[]}
","Précision sur le rôle fonctionnel de l'auteur sous forme textuelle","Précision sur le rôle fonctionnel de l'auteur sous forme textuelle","","","","","","","","","",,,,,"",,,,"fr-author-apsr.originalText",0,1,"",""
"fr-author-apsr","fr-author-apsr.time","fr-author-apsr.time","","","",1,1,"","","","dateTime {[]} {[]}
","Terminologies: cip","Horodatage de la participation de l'auteur","","","","","","","","","",,,,,"",,,,"fr-author-apsr.time",1,1,"",""
"fr-author-apsr","fr-author-apsr.assignedAuthor","fr-author-apsr.assignedAuthor","","","",1,1,"","","","string {[]} {[]}
","Identification de l'auteur
                          avec ses identifiants, profession/spécialité, adresses géopostales et de télécommunication et son...","Identification de l'auteur
                          avec ses identifiants, profession/spécialité, adresses géopostales et de télécommunication et son...","","","","","","","","","",,"required","","https://mos.esante.gouv.fr/NOS/JDV_J01-XdsAuthorSpecialty-CISIS/FHIR/JDV-J01-XdsAuthorSpecialty-CISIS|20250721120000","",,,,"fr-author-apsr.assignedAuthor",1,1,"",""
"fr-author-apsr","fr-author-apsr.id","fr-author-apsr.id","","","",0,1,"","","","Identifier {[]} {[]}
","Identifiant de l'auteur
                              Obligatoire pour un PS, un dispositif ou un patient.  Facultatif pour un non PS.","Identifiant de l'auteur
                              Obligatoire pour un PS, un dispositif ou un patient.  Facultatif pour un non PS.","","","","","","","","","",,,,,"",,,,"fr-author-apsr.id",0,1,"",""
"fr-author-apsr","fr-author-apsr.code","fr-author-apsr.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Terminologies: JDV_J01_XdsAuthorSpecialty_CISIS","OIDs: 1.2.250.1.213.1.1.5.461","","","","","","","","","",,"required","","https://mos.esante.gouv.fr/NOS/JDV_J01-XdsAuthorSpecialty-CISIS/FHIR/JDV-J01-XdsAuthorSpecialty-CISIS|20250721120000","",,,,"fr-author-apsr.code",0,1,"",""
"fr-author-apsr","fr-author-apsr.assignedPerson","fr-author-apsr.assignedPerson","","","",0,1,"","","","string {[]} {[]}
","Personne physique","Personne physique","","","","","","","","","",,,,,"",,,,"fr-author-apsr.assignedPerson",0,1,"",""
"fr-author-apsr","fr-author-apsr.name","fr-author-apsr.name","","","",1,1,"","","","HumanName {[]} {[]}
","Nom de famille ou du nom d'usage, prénom et civilité de l'auteur","Nom de famille ou du nom d'usage, prénom et civilité de l'auteur","","","","","","","","","",,,,,"",,,,"fr-author-apsr.name",1,1,"",""
"fr-author-apsr","fr-author-apsr.family","fr-author-apsr.family","","","",1,1,"","","","string {[]} {[]}
","Nom de famille ou nom d'usage de l'auteur
                                          Pour les PS, valeur de PS_Nom (voir CI-SIS_ANX_SOURCES-DONNEES-PER...","Nom de famille ou nom d'usage de l'auteur
                                          Pour les PS, valeur de PS_Nom (voir CI-SIS_ANX_SOURCES-DONNEES-PER...","","","","","","","","","",,,,,"",,,,"fr-author-apsr.family",1,1,"",""
"fr-author-apsr","fr-author-apsr.given","fr-author-apsr.given","","","",0,1,"","","","string {[]} {[]}
","Prénom de l'auteur
                                          Pour les PS, valeur de PS_Prénom (voir CI-SIS_ANX_SOURCES-DONNEES-PERSONNES-STRUCTURES).","Prénom de l'auteur
                                          Pour les PS, valeur de PS_Prénom (voir CI-SIS_ANX_SOURCES-DONNEES-PERSONNES-STRUCTURES).","","","","","","","","","",,,,,"",,,,"fr-author-apsr.given",0,1,"",""
"fr-author-apsr","fr-author-apsr.prefix","fr-author-apsr.prefix","","","",0,1,"","","","string {[]} {[]}
","Terminologies: JDV_J245_Civilite_CISIS","Civilité de l'auteur
                                          Valeur issue du jeu de valeurs JDV_J245_Civilite_CISIS","","","","","","","","","",,,,,"",,,,"fr-author-apsr.prefix",0,1,"",""
"fr-author-apsr","fr-author-apsr.suffix","fr-author-apsr.suffix","","","",0,1,"","","","string {[]} {[]}
","Terminologies: JDV_J246_Titre_CISIS","Titre de l'auteur
                                          Valeur issue du jeu de valeurs JDV_J246_Titre_CISIS.","","","","","","","","","",,,,,"",,,,"fr-author-apsr.suffix",0,1,"",""
"fr-author-apsr","fr-author-apsr.assignedAuthoringDevice","fr-author-apsr.assignedAuthoringDevice","","","",0,1,"","","","string {[]} {[]}
","Dispositif","Dispositif","","","","","","","","","",,,,,"",,,,"fr-author-apsr.assignedAuthoringDevice",0,1,"",""
"fr-author-apsr","fr-author-apsr.manufacturerModelName","fr-author-apsr.manufacturerModelName","","","",0,1,"","","","string {[]} {[]}
","Nom du modèle du dispositif","Nom du modèle du dispositif","","","","","","","","","",,,,,"",,,,"fr-author-apsr.manufacturerModelName",0,1,"",""
"fr-author-apsr","fr-author-apsr.softwareName","fr-author-apsr.softwareName","","","",0,1,"","","","string {[]} {[]}
","Nom du logiciel du dispositif","Nom du logiciel du dispositif","","","","","","","","","",,,,,"",,,,"fr-author-apsr.softwareName",0,1,"",""
"fr-author-apsr","fr-author-apsr.representedOrganization","fr-author-apsr.representedOrganization","","","",0,1,"","","","string {[]} {[]}
","Organisation
                              Organisation pour le compte de laquelle l'auteur, PS ou dispositif, a contribué au document.","Organisation
                              Organisation pour le compte de laquelle l'auteur, PS ou dispositif, a contribué au document.","","","","","","","","","",,,,,"",,,,"fr-author-apsr.representedOrganization",0,1,"",""
"fr-autorisation-substitution","fr-autorisation-substitution","fr-autorisation-substitution","","","",0,*,"","","","null {[]} {[]}
","FR-Autorisation-Substitution","IHE-PRE - Substitution-Permission                                                               Cette observation permet d'indiquer si le traitement auquel elle est associée peut être substitué.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-autorisation-substitution","fr-autorisation-substitution.act","fr-autorisation-substitution.act","","","",1,1,"","","","string {[]} {[]}
","Entrée Autorisation de substitution","Entrée Autorisation de substitution","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdminSubstitutionCode-cisis|20251028115833","",,,,"fr-autorisation-substitution.act",1,1,"",""
"fr-autorisation-substitution","fr-autorisation-substitution.code","fr-autorisation-substitution.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type de substitution autorisé entre le traitement prescrit et le traitement dispensé.","Type de substitution autorisé entre le traitement prescrit et le traitement dispensé.","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdminSubstitutionCode-cisis|20251028115833","",,,,"fr-autorisation-substitution.code",0,1,"",""
"fr-autorisation-substitution","fr-autorisation-substitution.statusCode","fr-autorisation-substitution.statusCode","","","",1,1,"","","","string {[]} {[]}
","Statut de l’entrée
                        
                        Fixé à la valeur ""completed""","Statut de l’entrée
                        
                        Fixé à la valeur ""completed""","","","","","","","","","",,,,,"",,,,"fr-autorisation-substitution.statusCode",1,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale","","","",0,*,"","","","null {[]} {[]}
","FR-Batterie-examens-de-biologie-medicale","IHE-PCC - Laboratory Battery Organizer                                                                           L'entrée Batterie d'examens de biologie médicale est une entrée de type 'organizer' qui permet de décrire des examens de biologie médicale comprenant un ou plusieurs éléments porteurs de ...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.organizer","fr-batterie-examens-de-biologie-medicale.organizer","","","",1,1,"","","","string {[]} {[]}
","Batterie d'examens de biologie médicale","Batterie d'examens de biologie médicale","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-batterie-examens-de-biologie-medicale.organizer",1,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.id","fr-batterie-examens-de-biologie-medicale.id","","","",0,1,"","","","Identifier {[]} {[]}
","Identifiant de la batterie d'examen","Identifiant de la batterie d'examen","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.id",0,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.code","fr-batterie-examens-de-biologie-medicale.code","","","",0,1,"","","","string {[]} {[]}
","Code de la batterie d'examen","Code de la batterie d'examen","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.code",0,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.originalText","fr-batterie-examens-de-biologie-medicale.originalText","","","",0,1,"","","","string {[]} {[]}
","Référence à l'expression verbale dans la partie visualisable du compte-rendu","Référence à l'expression verbale dans la partie visualisable du compte-rendu","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.originalText",0,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.reference","fr-batterie-examens-de-biologie-medicale.reference","","","",1,1,"","","","string {[]} {[]}
","Référence à l'expression verbale dans la partie visualisable du compte-rendu","Référence à l'expression verbale dans la partie visualisable du compte-rendu","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.reference",1,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.translation","fr-batterie-examens-de-biologie-medicale.translation","","","",0,1,"","","","string {[]} {[]}
","Code d'identification d'attente national ou code de portée locale","Code d'identification d'attente national ou code de portée locale","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.translation",0,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.statusCode","fr-batterie-examens-de-biologie-medicale.statusCode","","","",1,1,"","","","code {[]} {[]}
","Niveau de complétude","Niveau de complétude","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis|20251028115833","",,,,"fr-batterie-examens-de-biologie-medicale.statusCode",1,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.effectiveTime","fr-batterie-examens-de-biologie-medicale.effectiveTime","","","",0,1,"","","","Period {[]} {[]}
","Date de l'examen","Date de l'examen","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.effectiveTime",0,1,"",""
"fr-batterie-examens-de-biologie-medicale","fr-batterie-examens-de-biologie-medicale.component","fr-batterie-examens-de-biologie-medicale.component","","","",0,*,"","","","string {[]} {[]}
","Prélèvement","Prélèvement","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-de-biologie-medicale.component",0,*,"",""
"fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux","","","",0,*,"","","","null {[]} {[]}
","FR-Batterie-Examens-et-surveillance-prenataux","IHE-PCC - Antenatal Testing and Surveillance Battery                                                               Cette entrée permet de lister les examens et surveillances prénataux.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux.organizer","fr-batterie-examens-et-surveillance-prenataux.organizer","","","",1,1,"","","","string {[]} {[]}
","Batterie d'examens prénataux","Batterie d'examens prénataux","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-et-surveillance-prenataux.organizer",1,1,"",""
"fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux.id","fr-batterie-examens-et-surveillance-prenataux.id","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-et-surveillance-prenataux.id",1,1,"",""
"fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux.code","fr-batterie-examens-et-surveillance-prenataux.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-et-surveillance-prenataux.code",1,1,"",""
"fr-batterie-examens-et-surveillance-prenataux","fr-batterie-examens-et-surveillance-prenataux.statusCode","fr-batterie-examens-et-surveillance-prenataux.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"fr-batterie-examens-et-surveillance-prenataux.statusCode",1,1,"",""
