"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-organisme-assurance-maladie","fr-organisme-assurance-maladie","","","",0,*,"","","","null {[]} {[]}
","FR-Organisme-assurance-maladie","IHE-PCC - Payers-entry                                                                                 L'entrée Organisme d'assurance maladie est une entrée permettant de décrire un organisme d'assurance maladie.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-organisme-assurance-maladie.act","fr-organisme-assurance-maladie.act","","","",0,1,"","","","string {[]} {[]}
","Entrée Organisme d'assurance maladie","Entrée Organisme d'assurance maladie","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lien-assure-beneficiaire-cisis|20251028115834","",,,,"fr-organisme-assurance-maladie.act",0,1,"",""
"fr-organisme-assurance-maladie.id","fr-organisme-assurance-maladie.id","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.id",1,*,"",""
"fr-organisme-assurance-maladie.code","fr-organisme-assurance-maladie.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de couverture sociale","Type de couverture sociale","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-couverture-sociale-cisis|20250624152100","",,,,"fr-organisme-assurance-maladie.code",1,1,"",""
"fr-organisme-assurance-maladie.statusCode","fr-organisme-assurance-maladie.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.statusCode",1,1,"",""
"fr-organisme-assurance-maladie.performer","fr-organisme-assurance-maladie.performer","","","",1,1,"","","","string {[]} {[]}
","Organisme de couverture sociale","Organisme de couverture sociale","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.performer",1,1,"",""
"fr-organisme-assurance-maladie.assignedEntity","fr-organisme-assurance-maladie.assignedEntity","","","",1,1,"","","","string {[]} {[]}
","Identifiant de l'organisme","Identifiant de l'organisme","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.assignedEntity",1,1,"",""
"fr-organisme-assurance-maladie.addr","fr-organisme-assurance-maladie.addr","","","",1,*,"","","","Address {[]} {[]}
","Adresse de l'organisme","Adresse de l'organisme","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.addr",1,*,"",""
"fr-organisme-assurance-maladie.telecom","fr-organisme-assurance-maladie.telecom","","","",1,*,"","","","string {[]} {[]}
","Coordonnées télécom de l'organisme","Coordonnées télécom de l'organisme","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.telecom",1,*,"",""
"fr-organisme-assurance-maladie.assignedPerson","fr-organisme-assurance-maladie.assignedPerson","","","",0,1,"","","","string {[]} {[]}
","Contact","Contact","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.assignedPerson",0,1,"",""
"fr-organisme-assurance-maladie.representedOrganization","fr-organisme-assurance-maladie.representedOrganization","","","",1,1,"","","","string {[]} {[]}
","Nom de l'organisme","Nom de l'organisme","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.representedOrganization",1,1,"",""
"fr-organisme-assurance-maladie.name","fr-organisme-assurance-maladie.name","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lien-assure-beneficiaire-cisis|20251028115834","",,,,"fr-organisme-assurance-maladie.name",1,1,"",""
"fr-organisme-assurance-maladie.participantRole","fr-organisme-assurance-maladie.participantRole","","","",1,1,"","","","string {[]} {[]}
","Identifiant du bénéficiaire","Identifiant du bénéficiaire","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-lien-assure-beneficiaire-cisis|20251028115834","",,,,"fr-organisme-assurance-maladie.participantRole",1,1,"",""
"fr-organisme-assurance-maladie.playingEntity","fr-organisme-assurance-maladie.playingEntity","","","",0,1,"","","","string {[]} {[]}
","Nom du bénéficiaire","Nom du bénéficiaire","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.playingEntity",0,1,"",""
"fr-organisme-assurance-maladie.entryRelationship","fr-organisme-assurance-maladie.entryRelationship","","","",0,*,"","","","string {[]} {[]}
","Informations sur le plan de soins","Informations sur le plan de soins","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.entryRelationship",0,*,"",""
"fr-organisme-assurance-maladie.text","fr-organisme-assurance-maladie.text","","","",0,1,"","","","string {[]} {[]}
","Plan de soins","Plan de soins","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.text",0,1,"",""
"fr-organisme-assurance-maladie.reference","fr-organisme-assurance-maladie.reference","","","",1,1,"","","","string {[]} {[]}
","Référence vers la partie narrative contenant le texte.","Référence vers la partie narrative contenant le texte.","","","","","","","","","",,,,,"",,,,"fr-organisme-assurance-maladie.reference",1,1,"",""
