"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-observation-anatomo-pathologique","fr-observation-anatomo-pathologique","","","",0,*,"","","","null {[]} {[]}
","FR-Observation-Anatomo-pathologique","IHE-APSR - Anatomic Pathology Observation                                                               Cette entrée est utilisable pour toutes les observations anatomo-pathologique (AP), y compris celles sur les résultats des techniques auxiliaires.                                                  ...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-observation-anatomo-pathologique.observation","fr-observation-anatomo-pathologique.observation","","","",0,*,"","","","string {[]} {[]}
","Entrée Observation Anatomo-Pathologique (AP)","Entrée Observation Anatomo-Pathologique (AP)","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationMethod-cisis|20251028115832","",,,,"fr-observation-anatomo-pathologique.observation",0,*,"",""
"fr-observation-anatomo-pathologique.id","fr-observation-anatomo-pathologique.id","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l'observation","Identifiant de l'observation","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.id",0,*,"",""
"fr-observation-anatomo-pathologique.code","fr-observation-anatomo-pathologique.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'observation","Code de l'observation","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.code",1,1,"",""
"fr-observation-anatomo-pathologique.text","fr-observation-anatomo-pathologique.text","","","",0,1,"","","","string {[]} {[]}
","Description narrative de l'observation","Description narrative de l'observation","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.text",0,1,"",""
"fr-observation-anatomo-pathologique.statusCode","fr-observation-anatomo-pathologique.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'observation
                          ""completed"" si l'observation a été effectuée et porte une valeur dans l'élément ""value"".  ""aborted"" ...","Statut de l'observation
                          ""completed"" si l'observation a été effectuée et porte une valeur dans l'élément ""value"".  ""aborted"" ...","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.statusCode",1,1,"",""
"fr-observation-anatomo-pathologique.effectiveTime","fr-observation-anatomo-pathologique.effectiveTime","","","",1,1,"","","","string {[]} {[]}
","Date et heure de l'observation","Date et heure de l'observation","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.effectiveTime",1,1,"",""
"fr-observation-anatomo-pathologique.value","fr-observation-anatomo-pathologique.value","","","",0,*,"","","","string {[]} {[]}
","Valeur de l'observation
                         Le type de donnée et les valeurs dépendent de la donnée exprimée.  Les résultats numériques utilisent...","Valeur de l'observation
                         Le type de donnée et les valeurs dépendent de la donnée exprimée.  Les résultats numériques utilisent...","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.value",0,*,"",""
"fr-observation-anatomo-pathologique.interpretationCode","fr-observation-anatomo-pathologique.interpretationCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interprétation du résultat
                         (ex., H = élevé, L = faible)","Interprétation du résultat
                         (ex., H = élevé, L = faible)","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationInterpretation-cisis|20251028115834","",,,,"fr-observation-anatomo-pathologique.interpretationCode",0,1,"",""
"fr-observation-anatomo-pathologique.methodCode","fr-observation-anatomo-pathologique.methodCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Méthode utilisée pour l'observation du résultat","Méthode utilisée pour l'observation du résultat","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationMethod-cisis|20251028115832","",,,,"fr-observation-anatomo-pathologique.methodCode",0,1,"",""
"fr-observation-anatomo-pathologique.reference","fr-observation-anatomo-pathologique.reference","","","",0,*,"","","","string {[]} {[]}
","Référence externe","Référence externe","","","","","","","","","",,,,,"",,,,"fr-observation-anatomo-pathologique.reference",0,*,"",""
